x,y,M,mu,V,theta,T,p,a,rho
6.723279122584065702e-03,-5.350536844421370508e-02,3.007391204715147204e+00,3.389681217363622601e-01,7.655810497556767587e+02,1.806014689992979927e-01,1.366696811253550550e+03,6.928268293595257273e+04,2.545664988829382196e+02,1.564889317491003073e-01
6.805833780289981781e-03,-5.351855275457302608e-02,3.026036932395173462e+00,3.367964591839667787e-01,7.678611462433391353e+02,1.722832757561905959e-01,1.357958879116971730e+03,6.700168254598847125e+04,2.537514126225684947e+02,1.523106247814945413e-01
6.889235028759951515e-03,-5.353239849517130861e-02,3.044690075179765643e+00,3.346521683097554711e-01,7.701203075572122998e+02,1.640114285992614884e-01,1.349275547778238661e+03,6.479546270614906825e+04,2.529388175943466308e+02,1.482432936307844229e-01
6.973489714865930590e-03,-5.354691696902035003e-02,3.063350852598107910e+00,3.325346991709550171e-01,7.723587490148157713e+02,1.557857724258635557e-01,1.340646695207348785e+03,6.266163373515447165e+04,2.521287264107401143e+02,1.442841022872369816e-01
7.058604660980807854e-03,-5.356211958593620065e-02,3.082019486050755930e+00,3.304435165314382750e-01,7.745766842394915557e+02,1.476061471157174843e-01,1.332072189814951344e+03,6.059787705839226692e+04,2.513211508704703760e+02,1.404302788091814913e-01
7.144586665782197248e-03,-5.357801786275852296e-02,3.100696198872205489e+00,3.283780993575776130e-01,7.767743251541301106e+02,1.394723877735412620e-01,1.323551890791586402e+03,5.860194345291890932e+04,2.505161019762790602e+02,1.366791143858618052e-01
7.231442505024222346e-03,-5.359462342357797227e-02,3.119381216391652334e+00,3.263379403352719699e-01,7.789518819755363666e+02,1.313843249625817333e-01,1.315085648439970328e+03,5.667165131230185216e+04,2.497135899524938054e+02,1.330279623831153168e-01
7.319178932279082027e-03,-5.361194799997155008e-02,3.138074765992013848e+00,3.243225454070959857e-01,7.811095632094279608e+02,1.233417849293984569e-01,1.306673304500365248e+03,5.480488493277290399e+04,2.489136242623914370e+02,1.294742373742727160e-01
7.407802679650267279e-03,-5.363000343124603442e-02,3.156777077167342238e+00,3.223314333285717814e-01,7.832475756460634102e+02,1.153445898202190706e-01,1.298314692469045212e+03,5.299959282200658345e+04,2.481162136253510084e+02,1.260154141585219101e-01
7.497320458459154346e-03,-5.364880166468946610e-02,3.175488381578705610e+00,3.203641352426280231e-01,7.853661243564890810e+02,1.073925578891898602e-01,1.290009637909900221e+03,5.125378603170449787e+04,2.473213660337945896e+02,1.226490267688678526e-01
7.587738959906303871e-03,-5.366835475583075360e-02,3.194208913108623982e+00,3.184201942713622002e-01,7.874654126893985904e+02,9.948550369882160072e-02,1.281757958759221765e+03,4.956553651503317087e+04,2.465290887699115672e+02,1.193726674716919928e-01
7.679064855709279679e-03,-5.368867486870739641e-02,3.212938907914157483e+00,3.164991651242686221e-01,7.895456422685956568e+02,9.162323831290784815e-02,1.273559465623707865e+03,4.793297550983736437e+04,2.457393884221625058e+02,1.161839857597948555e-01
7.771304798717984692e-03,-5.370977427614141014e-02,3.231678604478704919e+00,3.146006137221479815e-01,7.916070129910473270e+02,8.380556948220975466e-02,1.265413962071753531e+03,4.635429194843847654e+04,2.449522709015613202e+02,1.130806873406999674e-01
7.864465423509112499e-03,-5.373166536002344645e-02,3.250428243662605077e+00,3.127241168359511936e-01,7.936497230255195063e+02,7.603230182315513785e-02,1.257321244918068714e+03,4.482773089471335697e+04,2.441677414577316085e+02,1.100605331218779404e-01
7.958553346960630520e-03,-5.375436061160519113e-02,3.269188068752594489e+00,3.108692617398565727e-01,7.956739688117802416e+02,6.830323698982006253e-02,1.249281104501698792e+03,4.335159200905066973e+04,2.433858046947360663e+02,1.071213381944542409e-01
8.053575168807581078e-03,-5.377787263180001942e-02,3.287958325510189628e+00,3.090356458779144333e-01,7.976799450603612058e+02,6.061817383942358362e-02,1.241293324957511459e+03,4.192422804168442235e+04,2.426064645866781291e+02,1.042609708168596716e-01
8.149537472180286291e-03,-5.380221413149199883e-02,3.306739262219076991e+00,3.072228765436298414e-01,7.996678447528623792e+02,5.297690859157947602e-02,1.233357684481210526e+03,4.054404335481135786e+04,2.418297244930716374e+02,1.014773513997808407e-01
8.246446824125610794e-03,-5.382739793185329497e-02,3.325531129731519986e+00,3.054305705718913799e-01,8.016378591427858282e+02,4.537923498152679480e-02,1.225473955587970977e+03,3.920949247382262547e+04,2.410555871739815927e+02,9.876845149368985999e-02
8.344309776112571186e-03,-5.385343696466991098e-02,3.344334181513893611e+00,3.036583540426786021e-01,8.035901777568890338e+02,3.782494440754942400e-02,1.217641905364750073e+03,3.791907866789276159e+04,2.402840548049311735e+02,9.613229278012586088e-02
8.443132864522903680e-03,-5.388034427267596183e-02,3.363148673691363832e+00,3.019058619960174883e-01,8.055249883970394649e+02,3.031382607279753741e-02,1.209861295716371615e+03,3.667135256010458397e+04,2.395151289915773987e+02,9.356694606783257095e-02
8.542922611127391416e-03,-5.390813300989637236e-02,3.381974865091768478e+00,3.001727381576781428e-01,8.074424771425589142e+02,2.284566712171022182e-02,1.202131883605457915e+03,3.546491076721604622e+04,2.387488107841539033e+02,9.107053029476537553e-02
8.643685523548690422e-03,-5.393681644199812414e-02,3.400813017288744078e+00,2.984586346751352814e-01,8.093428283530415683e+02,1.542025277122490746e-02,1.194453421286296361e+03,3.429839456911518937e+04,2.379851006916811116e+02,8.864121153690926458e-02
8.745428095711386268e-03,-5.396640794665005098e-02,3.419663394644163912e+00,2.967632118633352634e-01,8.112262246716345544e+02,8.037366436961209185e-03,1.186825656532729226e+03,3.317048860795050132e+04,2.372239986959440046e+02,8.627720202477325018e-02
8.848156808279794908e-03,-5.399692101389121091e-02,3.438526264349890393e+00,2.950861379598431755e-01,8.130928470287623213e+02,6.967898545571778006e-04,1.179248332860152004e+03,3.207991961687169169e+04,2.364655042652381667e+02,8.397675916835965759e-02
1.545463293833218565e-02,-5.600000000000000117e-02,3.473606154478810382e+00,2.920178738265046259e-01,8.165169690029451885e+02,-1.318366068442939666e-02,1.165303256685767337e+03,3.014867159243915012e+04,2.350631973489976190e+02,7.986570519957590653e-02
3.965409343859022237e-04,-5.394467734426607042e-02,1.048427169243938417e+00,1.265672285267629871e+00,3.613442614501798289e+02,1.248218263441582820e+00,2.505160020285460178e+03,1.637501179278342752e+06,3.446536603117212962e+02,2.017796010842728638e+00
5.573348736147714939e-04,-5.394748413021910327e-02,1.066855195322928829e+00,1.214899347409975627e+00,3.669464844543647359e+02,1.237952545166681739e+00,2.494963471151553222e+03,1.603011294848894468e+06,3.439515372499010368e+02,1.983368908041563738e+00
6.907619968580962005e-04,-5.394440766334552412e-02,1.089498921542146892e+00,1.162637393198782565e+00,3.737831820479060525e+02,1.226316560952968038e+00,2.482307538906737136e+03,1.561021798822978977e+06,3.430780652071038617e+02,1.941263511075090875e+00
8.053180906397311434e-04,-5.393710295033638663e-02,1.110652616793047498e+00,1.120622623240353333e+00,3.801227032078174375e+02,1.214838579697589127e+00,2.470363213640179310e+03,1.522213192333486630e+06,3.422516612848779118e+02,1.902154459298418532e+00
9.069044386431964616e-04,-5.392750347485672502e-02,1.131033425925445313e+00,1.084665467761174451e+00,3.861870672728181830e+02,1.203523653369788837e+00,2.458749324914328554e+03,1.485229812613911461e+06,3.414462016954348087e+02,1.864706627165819475e+00
9.988624634961415245e-04,-5.391652174816675969e-02,1.150976526942866007e+00,1.052829137526735348e+00,3.920795672205733240e+02,1.192348527979468775e+00,2.447288495946737839e+03,1.449449314243205590e+06,3.406494902741279134e+02,1.828306378035647217e+00
1.083351203261902294e-03,-5.390465684454211204e-02,1.170656343012014267e+00,1.024051915985790595e+00,3.978536805656330557e+02,1.181282961983022295e+00,2.435889575299592707e+03,1.414556522297231248e+06,3.398552298806874887e+02,1.792643037082808810e+00
1.161875157183518519e-03,-5.389220768392596894e-02,1.190168891453039501e+00,9.976830726663300508e-01,4.035386932417408730e+02,1.170297521363110604e+00,2.424503745830829303e+03,1.380384831657716539e+06,3.390600242870348779e+02,1.757552994200715535e+00
1.235535822039854868e-03,-5.387936498214675879e-02,1.209568907428484552e+00,9.732895499971973008e-01,4.091512193733546496e+02,1.159366416647349407e+00,2.413104627093759063e+03,1.346844870960116154e+06,3.382620178648612068e+02,1.722949443829637106e+00
1.305168615264600982e-03,-5.386625628531498816e-02,1.228888378273502502e+00,9.505641931485573348e-01,4.147009312263767811e+02,1.148468261679499891e+00,2.401678271205017609e+03,1.313889026947819395e+06,3.374602108362364561e+02,1.688787347702302766e+00
1.371424384950119301e-03,-5.385297008851152450e-02,1.248146385023155336e+00,9.292779657800878113e-01,4.201935883135645327e+02,1.137585950892723741e+00,2.390217809117234992e+03,1.281492712399989134e+06,3.366540923048614786e+02,1.655044871051616795e+00
1.434821137745561238e-03,-5.383956965074770951e-02,1.267354544004374084e+00,9.092532166841288399e-01,4.256327038420229201e+02,1.126706192620155589e+00,2.378720465887261071e+03,1.249644087438449962e+06,3.358434353319791512e+02,1.621713154309219806e+00
1.495778475999212393e-03,-5.382610133725699436e-02,1.286520100864826599e+00,8.903478073980081176e-01,4.310204869040616131e+02,1.115818944401180790e+00,2.367185849125269669e+03,1.218338275327940471e+06,3.350281792055330925e+02,1.588790528465081175e+00
1.554641392149988099e-03,-5.381259987714660797e-02,1.305647724574931168e+00,8.724451930677887823e-01,4.363583853504636636e+02,1.104916859948068986e+00,2.355614948104003815e+03,1.187574055932202144e+06,3.342083604461726623e+02,1.556279187679745935e+00
1.611697206562237410e-03,-5.379909179619255660e-02,1.324740561563712005e+00,8.554479379770599801e-01,4.416474025323945511e+02,1.093994792352408041e+00,2.344009540751709210e+03,1.157351961101537105e+06,3.333840718299422861e+02,1.524183257271855219e+00
1.667187923616735273e-03,-5.378559772564956570e-02,1.343800860107534412e+00,8.392733036494159915e-01,4.468882834294292934e+02,1.083049367151890596e+00,2.332371839689853459e+03,1.127673178408126812e+06,3.325554378597943241e+02,1.492507669613891919e+00
1.721319433042532623e-03,-5.377213399472879213e-02,1.362830341304025916e+00,8.238501389554996335e-01,4.520816242415421016e+02,1.072078624646182643e+00,2.320704280559626568e+03,1.098538927120940993e+06,3.317226000479026879e+02,1.461257514303912375e+00
1.774268483922976630e-03,-5.375871375299312582e-02,1.381830419008364563e+00,8.091166185725153781e-01,4.572279366902424727e+02,1.061081724868693676e+00,2.309009395986363415e+03,1.069950112287556985e+06,3.308857081163117186e+02,1.430437669260327116e+00
1.826188052259898088e-03,-5.374534777635462529e-02,1.400802329153430614e+00,7.950185529189583988e-01,4.623276853685177912e+02,1.050058706663608898e+00,2.297289741444965784e+03,1.041907143083913368e+06,3.300449147938837200e+02,1.400052598922663982e+00
1.877211528342546520e-03,-5.373204505535404685e-02,1.419747204568034160e+00,7.815080948955258622e-01,4.673813090334008962e+02,1.039010292254365142e+00,2.285547852667127700e+03,1.014409847931408323e+06,3.292003728055265128e+02,1.370106251774495298e+00
1.927456022954149783e-03,-5.371881323068623815e-02,1.438666117081586870e+00,7.685427298176962241e-01,4.723892323671789200e+02,1.027937729446596338e+00,2.273786222181104677e+03,9.874574460602654144e+05,3.283522331960152201e+02,1.340602016493479987e+00
1.977025006203020612e-03,-5.370565891969374811e-02,1.457560100141849890e+00,7.560844725106311559e-01,4.773518721366405089e+02,1.016842664651228523e+00,2.262007287368531252e+03,9.610485513456118060e+05,3.275006444606877949e+02,1.311542712186754001e+00
2.026010434388830425e-03,-5.369258796383914040e-02,1.476430159998283864e+00,7.440992193320186132e-01,4.822696401199053184e+02,1.005727040985293197e+00,2.250213425347670636e+03,9.351811939300345257e+05,3.266457521569905680e+02,1.282930597901732250e+00
2.074494479567687288e-03,-5.367960561812007425e-02,1.495277280349626148e+00,7.325562183538407712e-01,4.871429442260458700e+02,9.945930166951237883e-01,2.238406951793821008e+03,9.098528509980143281e+05,3.257876987953311527e+02,1.254767392509445134e+00
2.122550947551845972e-03,-5.366671669730494615e-02,1.514102423420256915e+00,7.214276312365598409e-01,4.919721886581456829e+02,9.834429000068665161e-01,2.226590121924610685e+03,8.850604816157977330e+05,3.249266238850693185e+02,1.227054299659518621e+00
2.170246449228520509e-03,-5.365392568969916398e-02,1.532906529239722149e+00,7.106881673531174615e-01,4.967577736200952927e+02,9.722790972358265060e-01,2.214765132573614210e+03,8.608005627030042233e+05,3.240626640598060817e+02,1.199792034705752686e+00
2.217641374845164253e-03,-5.364123684625213967e-02,1.551690514166997437e+00,7.003147756136315349e-01,5.015000948540530317e+02,9.611040715882425145e-01,2.202934124709790922e+03,8.370691245039934292e+05,3.231959532363811149e+02,1.172980851842033045e+00
2.264790709634391646e-03,-5.362865425076750181e-02,1.570455269251208374e+00,6.902863829204022306e-01,5.061995431662302281e+02,9.499203105820490656e-01,2.191099186030638066e+03,8.138617847076709149e+05,3.223266227809122597e+02,1.146620570500191505e+00
2.311744720714332089e-03,-5.361618187551414616e-02,1.589201658746317580e+00,6.805836707025572085e-01,5.108565040211526593e+02,9.387303004137267370e-01,2.179262353424515823e+03,7.911737808256248245e+05,3.214548016669923527e+02,1.120710600547028424e+00
2.358549538819395934e-03,-5.360382362547454899e-02,1.607930518932401576e+00,6.711888828364747095e-01,5.154713572389356386e+02,9.275365059222330233e-01,2.167425615200303127e+03,7.690000007039961638e+05,3.205806166184264612e+02,1.095249966101876193e+00
2.405247653544019364e-03,-5.359158337368975095e-02,1.626642657299107064e+00,6.620856596482999068e-01,5.200444768040556482e+02,9.163413550621878345e-01,2.155590913044424269e+03,7.473350111911031418e+05,3.197041922333098114e+02,1.070237327956756301e+00
2.451878337027977358e-03,-5.357946498958542081e-02,1.645338852091888349e+00,6.532588937508237992e-01,5.245762307799783457e+02,9.051472270087347338e-01,2.143760143701381367e+03,7.261730850576090161e+05,3.188256510888505773e+02,1.045671004666316684e+00
2.498478008095296292e-03,-5.356747236173359933e-02,1.664019852192380799e+00,6.446946042797261356e-01,5.290669813170608222e+02,8.939564431856827920e-01,2.131935160393993556e+03,7.055082262985159177e+05,3.179451138278212738e+02,1.021548992414811341e+00
2.545080546575176090e-03,-5.355560941618098258e-02,1.682686377290609103e+00,6.363798267272380293e-01,5.335170847384273429e+02,8.827712606446457277e-01,2.120117774009620462e+03,6.853341939543508925e+05,3.170626992282864194e+02,9.978689837807938057e-01
2.591717565732185383e-03,-5.354388013122892559e-02,1.701339118302244824e+00,6.283025160697718325e-01,5.379268916882163012e+02,8.715938673324765684e-01,2.108309754082705240e+03,6.656445245837869588e+05,3.161785242585910964e+02,9.746283855188132561e-01
2.638418649302738759e-03,-5.353228854936148418e-02,1.719978737984886319e+00,6.204514612824615361e-01,5.422967473275900829e+02,8.604263788725716733e-01,2.096512829604428134e+03,6.464325535081899725e+05,3.152927041196688265e+02,9.518243354680963053e-01
2.685211558491547561e-03,-5.352083878687292212e-02,1.738605871710835027e+00,6.128162096516072133e-01,5.466269915655052500e+02,8.492708365568316653e-01,2.084728689688720806e+03,6.276914349342475180e+05,3.144053522766546962e+02,9.294537186854113786e-01
2.732122413362533028e-03,-5.350953504163320079e-02,1.757221128358613660e+00,6.053869995532867865e-01,5.509179593130754711e+02,8.381292063025592709e-01,2.072958984121348294e+03,6.094141610461598029e+05,3.135165804816365949e+02,9.075131828855121929e-01
2.779175852315131715e-03,-5.349838159934219156e-02,1.775825091290684110e+00,5.981547005760140534e-01,5.551699807521948742e+02,8.270033783750521117e-01,2.061205323815683187e+03,5.915935801449859282e+05,3.126264987891869396e+02,8.859991532590473229e-01
2.826395172732333854e-03,-5.348738283855389991e-02,1.794418319389832872e+00,5.911107600373218807e-01,5.593833816107846815e+02,8.158951677143035930e-01,2.049469281195788881e+03,5.742224139004704775e+05,3.117352155661202460e+02,8.649078467256247071e-01
2.873802455392606391e-03,-5.347654323469779036e-02,1.813001348131442647e+00,5.842471550860809382e-01,5.635584834385630302e+02,8.048063147347108703e-01,2.037752390524383145e+03,5.572932737699430436e+05,3.108428374967236891e+02,8.442352856687941332e-01
2.921418674831875555e-03,-5.346586736328059336e-02,1.831574690673005268e+00,5.775563497002317304e-01,5.676956038785466490e+02,7.937384864914770466e-01,2.026056148190563363e+03,5.407986766299428418e+05,3.099494695845295382e+02,8.239773111904660219e-01
2.969263797506767853e-03,-5.345535990241773866e-02,1.850138838945908359e+00,5.710312559879283656e-01,5.717950569306310626e+02,7.826932781275037776e-01,2.014382012969700781e+03,5.247310596588425105e+05,3.090552151515308310e+02,8.041295959145051686e-01
3.017356869332606453e-03,-5.344502563481574181e-02,1.868694264737654542e+00,5.646651992825614252e-01,5.758571532045282311e+02,7.716722145309503622e-01,2.002731406265747637e+03,5.090827945027481765e+05,3.081601758355975562e+02,7.846876563627966927e-01
3.065716093938446879e-03,-5.343486944930479071e-02,1.887241420755303434e+00,5.584518865915756303e-01,5.798822001601226930e+02,7.606767521469761650e-01,1.991105712344317453e+03,4.938462007522113272e+05,3.072644515867210657e+02,7.656468649219082545e-01
3.114358902788239361e-03,-5.342489634200260629e-02,1.905780741663136935e+00,5.523853780177483408e-01,5.838705023339354057e+02,7.497082808980525259e-01,1.979506278563297201e+03,4.790135587536062230e+05,3.063681406626049011e+02,7.470024614143661035e-01
3.163302018155080952e-03,-5.341511141717628780e-02,1.924312645089355733e+00,5.464600608214819077e-01,5.878223615508959483e+02,7.387681261760982165e-01,1.967934415606356879e+03,4.645771217761573498e+05,3.054713396240247221e+02,7.287495642853116795e-01
3.212561509798908012e-03,-5.340551988785697396e-02,1.942837532598132855e+00,5.406706258351682282e-01,5.917380771210276862e+02,7.278575508769365987e-01,1.956391397723568161e+03,4.505291275535039022e+05,3.045741433302987957e+02,7.108831814128671045e-01
3.262152846082661331e-03,-5.339612707625248506e-02,1.961355790624523587e+00,5.350120459770588699e-01,5.956179460209694980e+02,7.169777574534832443e-01,1.944878462982359451e+03,4.368618092171235476e+05,3.036766449351426900e+02,6.933982205486954875e-01
3.312090940163917377e-03,-5.338693841399530515e-02,1.979867791370739871e+00,5.294795566432587419e-01,5.994622630605014137e+02,7.061298899689043562e-01,1.933396813531218868e+03,4.235674056378569803e+05,3.027789358831229265e+02,6.762894993939293498e-01
